price,distance
28000,0.05
28000,1.09
28000,0.55
28000,0.96
28000,0.51
28000,0.69
28300,1.28
28496,0.92
29000,1.09
29000,0.9
29000,1.06
29000,0.05
29000,0.67
29500,0.67
29592,0.93
29700,1.07
30000,1.09
30000,0.55
30000,0.67
30000,1.09
30000,0.55
30000,0.46
30000,0.41
30000,1.29
30000,0.67
30000,1.12
30000,0.43
30000,0.92
30000,0.98
30000,0.92
30346,0.9
31000,1.19
31000,0.92
31140,0.93
31153,0.54
32000,0.22
32000,1.13
32000,0.77
32000,1.05
32000,0.83
32000,1.31
32000,0.22
32000,0.51
32250,0.11
32376,0.93
32844,0.93
32856,0.93
33000,0.2
33000,1.07
33216,0.93
33216,0.93
33216,0.93
33402,0.93
33472,0.93
33500,0.96
33528,0.93
33735,0.93
33748,0.99
33748,0.99
33976,0.93
34000,1.04
34000,1.07
34000,1.25
34340,0.48
34499,0.91
34646,0.91
35000,0.47
35000,1.08
35000,1.07
35000,0.92
35000,0.84
35000,0.71
35000,0.32
35000,0.32
35000,0.36
35000,0.46
35000,0.16
35000,0.22
35000,0.67
35021,0.93
35500,0.99
35500,0.99
35500,0.99
35500,0.99
35500,0.99
35536,0.91
35565,0.93
35600,0.36
35618,0.93
35632,0.93
35700,0.55
35946,0.36
36000,0.9
36000,1.32
36000,0.9
36000,1.21
36000,0.46
36000,0.49
36000,0.5
36000,0.5
36000,0.92
36000,0.5
36000,0.44
36000,0.23
36029,0.93
36264,0.36
36400,0.54
36750,0.23
36800,0.93
36800,0.93
37000,0.91
37000,1.04
37000,0.36
37000,0.64
37104,0.36
37120,0.93
37368,0.92
37579,0.49
37600,0.97
37830,0.3
37998,0.93
38000,0.47
38000,0.56
38000,0.83
38000,0.16
38000,0.46
38000,0.47
38000,0.28
38171,0.93
38297,0.27
38300,0.33
38318,0.93
39000,0.76
39000,1.4
39000,0.77
39000,0.97
39000,0.16
39413,0.93
39500,1.09
39800,0.92
39897,0.36
39897,0.36
39897,0.36
39897,0.36
40000,0.93
40000,0.93
40000,0.36
40000,1.13
40000,0.42
40000,0.44
40000,0.17
40196,0.36
40200,0.91
40814,0.36
41000,0.97
41000,0.49
42000,0.97
42000,0.57
42000,0.93
42000,0.93
42000,0.93
42000,0.82
42000,0.69
42000,0.46
42000,0.49
42000,0.36
42000,0.36
42000,0.82
42000,0.41
42000,0.42
42000,0.66
42000,0.53
42000,0.52
42826,0.36
42826,0.36
42966,0.54
43000,0.99
43000,0.55
43000,0.76
43000,0.78
43000,0.78
43629,0.48
44000,0.41
44128,1.32
44194,0.35
44500,0.46
44600,0.36
44600,0.36
45000,0.71
45000,0.74
45000,1.08
45000,0.18
45000,1.51
45000,0.37
45000,0.93
45000,0.93
45000,0.93
45000,0.84
45000,0.01
45000,0.33
45000,0.74
45000,0.23
45000,0.49
45000,0.36
45000,0.81
46000,0.72
46000,0.15
46000,0.54
46000,0.31
46000,0.86
46000,0.57
46000,0.56
46000,0.57
46100,0.39
46500,0.54
46500,0.47
46500,0.47
46780,0.36
46900,0.54
46900,0.36
46900,0.36
46900,0.41
46900,0.48
46900,0.55
46900,0.55
46900,0.49
47000,0.34
47000,0.56
47000,0.6
47000,0.19
47000,0.33
47000,0.53
47000,0.47
47785,0.6
47900,0.41
47900,0.41
47900,0.41
48000,0.55
48000,0.77
48000,0.49
48000,0.42
48000,0.74
48000,0.57
48000,0.57
48000,0.55
48000,0.62
48000,0.23
48000,0.33
48000,0.55
48000,0.57
48000,0.49
48000,0.49
48000,0.41
48000,0.48
48000,0.57
48000,0.33
48000,1.26
49000,0.99
49000,0.45
49000,0.5
49000,0.5
49000,0.49
50000,1.23
50000,1.32
50000,0.98
50000,0.56
50000,0.55
50000,0.76
50000,0.31
50000,0.31
50000,0.71
51000,0.55
51390,0.5
52000,0.42
52000,1.25
52000,0.42
53000,1.13
53000,0.37
53000,0.45
53000,1.18
53700,0.72
55000,0.46
55000,0.54
55000,0.63
55000,0.65
55000,0.84
55000,0.62
55000,0.36
55000,0.74
55000,0.96
55000,1.12
55000,1.12
55000,0.71
57000,0.29
57800,0.56
57811,0.8
58000,0.56
58000,0.82
58000,0.26
58000,0.73
58000,0.55
58000,0.27
59000,1.38
59000,0.38
59280,1.26
60000,0.44
60000,0.5
60000,0.65
60000,0.47
60000,1.04
60000,0.16
60000,0.48
60000,0.04
60000,1.25
60000,0.47
60000,0.53
62000,1.02
62000,0.4
62000,0.14
62500,0.38
63000,0.28
63000,0.4
63000,0.24
63300,1.14
64000,0.69
64000,0.67
64000,1.31
64038,0.21
64200,0.67
64200,0.67
64200,0.67
65000,0.43
65000,0.68
65000,0.21
65000,0.14
65000,0.54
65000,0.67
65000,0.27
65000,1.04
65000,0.45
65000,0.33
65000,0.44
65000,0.54
65000,0.44
65000,0.04
65000,0.27
67000,0.5
67000,0.57
67000,0.57
67600,1.09
67600,1.06
68000,0.16
68000,0.41
68000,0.5
68000,0.19
68000,0.19
68000,0.27
68000,0.27
68000,1.02
68000,0.96
68000,0.72
68000,0.34
68000,0.42
68000,0.42
68522,0.09
69000,0.27
69000,1.31
69000,1.31
70000,0.58
70000,1.05
70000,0.54
70000,0.24
70000,0.42
70000,0.4
70000,0.04
70000,0.72
70000,0.73
70000,0.43
70000,0.19
70000,0.43
70000,0.4
70000,0.41
70000,0.99
70000,0.5
70000,1.54
70000,0.38
70500,1.25
72000,0.08
72000,1.02
72000,0.4
72000,0.79
74000,1.05
74000,0.32
75000,1.02
75000,0.04
75000,0.41
75000,0.13
75000,0.85
75000,1.01
75000,1.1
75000,0.44
75360,1.28
76000,1.09
76000,0.65
76000,0.69
78000,0.21
78000,0.67
79000,1.52
79000,0.42
80000,1.02
80000,0.47
80000,0.39
80000,1.4
80000,0.82
80000,1.16
82000,1.02
82000,0.46
82000,0.52
82000,1.15
82000,1.01
82900,1.28
83000,0.43
83000,0.48
84000,0.73
85000,1.12
85000,1.08
85000,0.21
85000,1.13
85000,0.73
85000,0.77
85000,0.43
85000,0.46
85000,0.82
86000,0.68
86000,0.37
87000,0.5
87000,0.85
88000,0.84
88000,0.58
89000,1.51
90000,0.19
90000,0.19
90000,1.08
90000,1.02
90000,0.27
90000,0.39
90000,0.58
90000,1.56
91233,0.67
92000,0.42
92000,1.15
93000,1.52
95000,0.32
95000,0.41
95000,0.5
96000,0.34
99000,0.34
99000,0.67
99000,0.16
99000,0.07
99000,0.95
99000,1.21
99000,1.22
100000,0.45
100000,0.52
100000,0.51
100000,0.73
100000,0.39
100000,0.82
100000,0.95
100000,0.68
100000,0.01
100000,0.72
105000,0.52
105000,0.66
109000,1.54
110000,0.09
110000,0.62
110000,0.41
110000,0.48
110000,0.39
110000,0.57
110000,0.32
110000,1.16
112000,0.01
115000,0.47
115000,0.81
115000,0.81
120000,0.72
120000,0.75
120000,0.5
120000,0.68
120000,0.49
120000,1.2
120000,0.93
120000,0.65
120000,0.64
120000,0.43
120000,0.65
120000,0.81
120000,0.77
120000,0.43
120000,0.45
120000,0.32
120000,0.78
120000,0.79
120000,0.66
120000,0.14
120000,0.32
120000,0.35
125000,0.44
125000,0.51
125000,1.41
126000,0.38
126000,0.39
130000,0.77
130000,0.47
130000,0.21
130000,1.09
130000,1.1
130000,0.79
130000,1.49
130000,0.14
130000,0.58
130000,1.08
135000,0.71
135000,0.71
135000,1.06
135000,0.71
135000,0.31
138000,0.62
138000,0.62
138000,1
138000,1.01
138060,0.62
140000,1.01
140000,1.39
140000,0.67
140000,0.25
140000,0.63
140000,0.58
140000,1.01
140000,0.43
143000,0.67
145000,0.52
145000,0.25
148000,1.04
150000,0.96
150000,1.06
150000,1.06
150000,0.83
150000,1.11
150000,0.83
155000,0.32
158000,0.17
160000,0.43
160000,0.48
160000,0.5
160000,1.29
160000,0.4
160000,0.52
160000,0.89
160000,0.82
160000,0.37
160000,0.37
160000,1.24
160000,1.24
160000,1.24
160000,0.6
160000,0.6
160000,0.71
160000,0.99
160000,0.89
160000,0.89
169500,0.65
169500,0.65
170000,0.65
170000,0.48
170000,0.68
170000,0.31
170000,0.97
170000,0.49
175000,0.73
175000,0.5
180000,0.03
185000,0.92
190000,1.01
190000,0.94
190000,1.04
190000,0.49
195000,1.14
198000,0.68
198000,0.85
200000,0.74
200000,0.27
200000,1.39
200000,0.48
220000,0.66
220000,1.14
240000,0.41
250000,0.76
250000,0.76
250000,0.85
250000,0.8
260000,0.64
430000,0.93
55443,1.5
56443,1.5
120000,1.5
90000,1.54
55000,2.37
80000,1.76
50000,3.07
35000,2.97
55000,3.44
62000,2.12
120000,1.83
300000,2.48
45000,1.89
75000,1.73
50000,2.95
40000,1.74
75000,1.45
130000,1.48
28000,2.93
85000,2.94
80000,1.51
60000,3.42
70000,2
42000,2.9
130000,1.79
65000,1.47
97000,2.01
21440,1.65
33200,3.06
60000,1.67
77000,2.11
69000,1.48
90000,2.01
75000,1.53
71375,2.2
130000,1.85
60000,1.84
75000,1.67
70000,1.94
70000,1.64
135000,2.73
120000,2.47
120000,1.5
33000,3.42
48000,1.53
30000,2.42
43000,2.5
33000,3.42
43000,2.5
45000,2.5
33000,3.42
60000,3.36
564425,1.5
20000,1.58
47000,1.69
43000,1.69
38000,2.42
495000,2.6
29000,3.43
62000,1.5
62000,1.55
50000,1.34
58000,1.45
60000,1.47
52000,1.45
35000,2.43
40000,1.44
40000,1.45
25000,2.43
48000,1.45
52000,1.54
46000,1.35
380000,2.58
31000,2.43
29000,3.37
42000,1.44
35000,2.43
56000,1.76
80000,1.4
85000,1.33
42000,1.44
46000,1.44
52000,2.49
48000,1.54
50000,1.45
30000,2.43
50000,1.83
45000,1.34
46725,1.45
46750,1.45
41000,1.76
75000,1.54
280000,1.78
45000,1.45
48000,2.49
50000,1.45
38000,1.44
45000,1.34
50000,2.49
48000,1.55
33000,2.43
35000,2.12
70000,1.81
30000,2.43
50000,1.72
42000,1.44
65000,1.82
46000,1.45
50000,1.54
48000,1.38
43000,1.86
65000,1.43
38000,1.75
58000,1.54
58000,1.36
43000,1.83
28000,3
125000,2.71
43000,1.84
43000,1.38
30346,2.42
45663,1.37
58000,1.43
50000,1.53
30346,2.52
22000,5.9
24500,5.9
25000,5.9
25000,1.65
25984,2.27
26000,5.9
28810,2.02
29900,2.42
30000,3.48
30073,2.42
30346,2.42
31000,3.64
31000,3.52
33000,3.41
33000,3.42
33000,3.47
33000,3.41
33493,2.02
34000,3.42
35000,3.16
35000,3.48
35000,2.42
35000,2.98
35500,1.79
36000,3.41
37000,1.54
37312,2.02
39000,1.75
39600,2.19
40000,2.42
40000,1.75
40000,1.48
40940,2.02
41800,2.81
41800,2.16
42000,1.43
43000,1.83
43000,1.84
43000,2.12
43000,2.12
43000,1.86
43000,1.38
44000,4.47
44000,1.37
44000,2.49
44000,2.49
44000,2.75
44000,1.36
45000,2.12
45000,2.13
45000,1.5
45000,1.46
45000,2.16
45663,1.37
46000,1.46
47000,1.83
48000,1.36
48900,2.12
48900,2.12
48900,2.49
48900,2.49
48900,2.12
48900,2.26
49000,1.36
49000,1.36
49900,1.55
50000,1.83
50000,3.05
51000,2.16
51200,2.14
52000,1.47
52300,2.05
53000,1.41
53000,1.42
54500,1.55
54500,1.55
55000,1.51
55000,1.87
55000,1.55
55000,2.64
55000,1.43
55000,3.48
55443,2.16
56000,1.75
56402,2.49
56443,2.16
57000,3.39
57000,1.37
57000,2.64
57000,1.63
57000,2.49
57900,2.81
58000,1.8
58900,2.01
58900,1.95
58900,2.02
60000,1.46
60000,1.46
60000,1.79
60000,1.41
60000,1.44
62000,2.04
62900,2.12
63000,2.12
63000,1.67
63400,2.15
65000,3.65
65000,2
65000,1.41
65000,1.89
65000,1.75
66880,2.12
66900,2.12
66900,2.14
67000,2.12
69000,1.37
69988,2.48
70000,4.66
70000,1.91
70000,1.94
70000,1.7
70000,2.84
70224,1.41
72000,1.85
73000,1.82
73000,1.82
73500,2.16
75000,4.66
75000,4.3
75000,4.3
77000,4.64
77000,4.64
78000,1.82
80000,3.48
80000,2.02
80000,1.84
81219,2.02
82200,2.2
85000,4.74
85000,2.57
88000,1.62
88000,1.62
88500,4.64
89000,1.79
89000,1.75
89000,1.79
90000,1.86
90000,4.77
90000,1.85
90000,1.82
90000,1.74
92000,1.62
92000,1.38
95000,1.66
97000,4.82
97000,4.88
97000,4.71
97000,4.82
98500,4.64
100000,2.99
102000,1.32
103000,1.81
105000,4.82
105000,3.84
110000,1.88
115000,4.82
120000,2.07
120000,2.17
120000,1.92
120000,3.27
120000,3.65
125000,2.71
130000,1.85
130000,3.65
135000,4.66
135000,3.63
135000,3.66
135000,1.5
145000,3.77
150000,2.66
150000,4.15
150000,3.72
155000,4.61
170000,3.72
170000,3.65
170000,3.63
170000,1.79
180000,4.3
188000,1.62
225000,3.19
251000,5.9
280000,1.57
300000,2.26
325000,2.58
480000,2.58
500000,2.78
564425,2.16
699800,2.1
