,price_000,pop_dens,ses,house,area_m2,num_bath,pcn_green,thefts,year,high_ses,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006
2506,65000,420.43,3,0,96,2,5.41,137.38,2001,0,1,0,0,0,0,0
2507,65000,23.26,3,0,105,1,2.52,122.0,2004,0,0,0,0,1,0,0
2508,65000,427.15,3,1,108,2,1.76,122.0,2004,0,0,0,0,1,0,0
2509,65000,324.32,3,1,120,2,2.82,122.0,2005,0,0,0,0,0,1,0
2510,65000,156.96,3,0,122,1,7.05,122.0,2003,0,0,0,1,0,0,0
2511,65000,181.17,3,1,151,2,4.1,122.0,2002,0,0,1,0,0,0,0
2512,65000,819.81,3,1,198,2,1.96,122.0,2004,0,0,0,0,1,0,0
2513,65000,322.87,3,1,220,3,1.51,122.0,2003,0,0,0,1,0,0,0
2514,65293,872.97,3,1,150,3,7.18,122.0,2001,0,1,0,0,0,0,0
2515,66700,201.1,3,0,60,2,3.92,122.0,2005,0,0,0,0,0,1,0
2516,66900,859.98,4,1,73,2,2.35,122.0,2006,0,0,0,0,0,0,1
2517,66900,276.81,2,1,300,3,7.93,145.29,2005,0,0,0,0,0,1,0
2518,67000,853.98,3,0,52,1,1.74,122.0,2005,0,0,0,0,0,1,0
