,price_000,pop_dens,ses,house,area_m2,num_bath,pcn_green,thefts,year,high_ses,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006
0,60000,830.78,4,0,70,2,1.74,39.92,2001,0,1,0,0,0,0,0
1,140000,826.75,4,1,257,4,0.54,46.0,2002,0,0,1,0,0,0,0
2,38000,914.15,4,0,115,4,1.55,45.87,2002,0,0,1,0,0,0,0
3,110000,911.25,4,1,270,4,1.58,45.88,2002,0,0,1,0,0,0,0
4,120000,757.37,4,1,268,2,0.4,46.0,2002,0,0,1,0,0,0,0
5,140000,759.9,4,1,176,4,0.7,46.0,2002,0,0,1,0,0,0,0
6,170000,794.03,4,1,277,2,0.73,46.0,2002,0,0,1,0,0,0,0
7,190000,766.84,4,1,143,4,0.52,46.0,2001,0,1,0,0,0,0,0
8,120000,630.6,4,1,220,3,1.16,46.0,2001,0,1,0,0,0,0,0
9,130000,386.8,4,1,280,4,0.64,46.0,2001,0,1,0,0,0,0,0
10,60000,473.14,5,0,86,2,0.52,46.0,2002,1,0,1,0,0,0,0
11,70000,193.15,3,0,117,3,0.63,46.0,2001,0,1,0,0,0,0,0
12,75000,340.79,4,0,138,4,0.18,46.0,2001,0,1,0,0,0,0,0
13,58000,838.24,4,0,65,3,0.89,39.44,2002,0,0,1,0,0,0,0
14,100000,937.71,4,1,270,4,1.73,46.0,2001,0,1,0,0,0,0,0
15,60000,951.52,4,0,95,2,1.64,46.0,2001,0,1,0,0,0,0,0
16,42000,705.56,4,0,42,4,0.0,42.42,2001,0,1,0,0,0,0,0
17,100000,823.08,4,1,138,1,0.51,46.0,2001,0,1,0,0,0,0,0
18,135000,744.15,4,1,430,3,0.0,37.97,2001,0,1,0,0,0,0,0
19,160000,326.11,3,1,150,4,0.15,46.0,2001,0,1,0,0,0,0,0
20,108000,871.69,4,1,250,3,0.91,46.0,2001,0,1,0,0,0,0,0
21,180000,840.32,4,1,331,4,0.94,46.0,2001,0,1,0,0,0,0,0
22,39000,657.13,3,1,70,2,0.69,46.0,2001,0,1,0,0,0,0,0
23,36000,834.88,3,0,61,1,0.61,46.0,2001,0,1,0,0,0,0,0
24,163400,222.24,4,1,300,3,0.25,46.0,2004,0,0,0,0,1,0,0
25,240000,564.66,3,1,300,2,0.28,46.0,2001,0,1,0,0,0,0,0
26,40000,743.02,4,0,83,2,0.04,45.82,2001,0,1,0,0,0,0,0
27,77000,403.27,3,0,70,2,2.54,34.0,2002,0,0,1,0,0,0,0
28,190000,886.97,4,1,380,1,0.73,34.0,2001,0,1,0,0,0,0,0
29,150000,376.3,4,1,359,2,0.56,46.0,2001,0,1,0,0,0,0,0
30,120000,805.53,4,1,240,2,0.5,46.0,2001,0,1,0,0,0,0,0
31,350000,416.37,3,1,350,4,1.23,34.0,2001,0,1,0,0,0,0,0
32,170000,895.76,4,1,320,4,0.16,35.65,2001,0,1,0,0,0,0,0
33,160000,861.39,4,1,248,3,1.45,46.0,2001,0,1,0,0,0,0,0
34,20000,424.46,3,0,33,2,0.55,46.0,2001,0,1,0,0,0,0,0
35,27000,701.55,3,0,47,2,0.41,46.0,2001,0,1,0,0,0,0,0
36,65000,610.67,4,0,117,4,0.04,44.55,2001,0,1,0,0,0,0,0
37,180000,831.55,4,1,404,4,0.7,34.5,2001,0,1,0,0,0,0,0
38,160000,909.09,4,1,234,4,0.0,36.42,2001,0,1,0,0,0,0,0
39,55000,828.72,3,1,164,3,1.62,41.28,2002,0,0,1,0,0,0,0
40,64000,885.03,4,0,60,3,0.0,38.31,2003,0,0,0,1,0,0,0
41,140000,396.47,4,1,182,4,0.33,46.0,2004,0,0,0,0,1,0,0
42,150000,833.45,4,1,344,4,0.75,34.28,2001,0,1,0,0,0,0,0
43,245000,902.86,3,1,220,2,1.14,45.62,2001,0,1,0,0,0,0,0
44,46000,478.46,4,0,48,4,0.0,38.74,2001,0,1,0,0,0,0,0
45,150000,846.6,4,1,350,4,0.0,41.08,2002,0,0,1,0,0,0,0
46,82000,826.37,4,1,366,4,1.44,44.94,2001,0,1,0,0,0,0,0
47,48383,427.55,4,0,53,2,0.01,36.12,2001,0,1,0,0,0,0,0
48,130000,251.45,4,1,300,4,0.27,46.0,2001,0,1,0,0,0,0,0
49,58000,757.63,3,0,106,3,0.49,46.0,2002,0,0,1,0,0,0,0
50,47000,567.81,4,0,48,3,0.53,35.01,2001,0,1,0,0,0,0,0
51,100000,626.66,3,1,162,4,1.31,46.0,2001,0,1,0,0,0,0,0
52,130000,830.95,4,1,270,4,1.71,39.11,2002,0,0,1,0,0,0,0
53,57500,816.6,4,0,63,1,0.21,35.76,2001,0,1,0,0,0,0,0
54,21669,877.99,4,0,36,1,0.0,38.86,2001,0,1,0,0,0,0,0
55,90000,780.7,3,1,91,4,0.0,43.61,2001,0,1,0,0,0,0,0
56,85000,890.37,4,0,157,4,0.0,37.9,2001,0,1,0,0,0,0,0
57,40000,738.08,4,0,83,2,0.05,45.85,2001,0,1,0,0,0,0,0
58,76000,603.2,4,0,74,3,2.23,34.0,2001,0,1,0,0,0,0,0
59,35000,833.36,4,0,53,2,0.0,42.34,2001,0,1,0,0,0,0,0
60,140000,545.93,4,1,300,4,0.32,46.0,2001,0,1,0,0,0,0,0
61,90000,803.21,4,1,170,2,1.28,43.18,2001,0,1,0,0,0,0,0
62,51000,658.81,1,0,99,4,0.21,46.0,2002,0,0,1,0,0,0,0
63,55000,460.39,4,0,55,3,0.7,46.0,2001,0,1,0,0,0,0,0
64,55000,463.68,4,0,55,4,0.71,46.0,2001,0,1,0,0,0,0,0
65,32000,866.23,4,0,37,4,0.0,39.78,2002,0,0,1,0,0,0,0
66,110000,764.15,3,1,290,4,1.47,46.0,2001,0,1,0,0,0,0,0
67,210000,678.14,3,1,295,2,0.67,46.0,2003,0,0,0,1,0,0,0
68,100000,864.99,4,1,240,4,0.0,39.87,2001,0,1,0,0,0,0,0
69,380000,826.19,4,1,375,2,0.26,45.08,2002,0,0,1,0,0,0,0
70,112000,247.43,4,1,250,3,0.05,46.0,2003,0,0,0,1,0,0,0
71,45000,801.45,2,1,147,4,1.44,46.0,2001,0,1,0,0,0,0,0
72,37000,693.88,4,0,42,4,0.0,42.48,2001,0,1,0,0,0,0,0
73,150000,546.38,4,1,270,3,0.33,46.0,2001,0,1,0,0,0,0,0
74,35000,834.18,4,0,53,2,0.0,42.27,2001,0,1,0,0,0,0,0
75,58000,440.04,4,0,56,2,0.05,45.65,2001,0,1,0,0,0,0,0
76,276000,298.63,3,1,254,4,0.0,46.0,2001,0,1,0,0,0,0,0
77,150000,725.61,4,1,275,4,0.06,44.91,2001,0,1,0,0,0,0,0
78,46000,833.74,4,0,53,4,1.58,36.71,2001,0,1,0,0,0,0,0
79,75000,398.46,4,0,74,2,3.06,34.0,2002,0,0,1,0,0,0,0
80,185000,814.94,4,1,258,4,0.0,43.77,2002,0,0,1,0,0,0,0
81,130000,871.2,4,1,202,4,1.56,46.0,2001,0,1,0,0,0,0,0
82,50000,650.91,4,0,73,3,0.23,46.0,2001,0,1,0,0,0,0,0
83,100000,933.96,3,1,206,4,1.38,46.0,2001,0,1,0,0,0,0,0
84,60000,589.02,4,0,92,2,0.89,46.0,2001,0,1,0,0,0,0,0
85,90000,835.44,4,1,140,2,0.0,42.17,2001,0,1,0,0,0,0,0
86,120000,471.69,4,1,299,4,0.01,46.0,2001,0,1,0,0,0,0,0
87,120000,406.48,4,1,170,4,3.07,34.0,2001,0,1,0,0,0,0,0
88,120000,894.78,4,1,250,3,0.45,35.17,2001,0,1,0,0,0,0,0
89,57000,697.8,4,0,77,3,0.03,46.0,2001,0,1,0,0,0,0,0
90,90000,923.7,4,1,270,3,1.61,46.0,2002,0,0,1,0,0,0,0
91,145000,896.22,4,1,226,4,0.61,34.0,2001,0,1,0,0,0,0,0
92,80000,889.14,4,1,198,2,0.0,37.99,2001,0,1,0,0,0,0,0
93,67000,893.28,4,0,89,4,1.0,46.0,2001,0,1,0,0,0,0,0
94,96000,856.55,4,1,206,2,1.15,34.0,2001,0,1,0,0,0,0,0
95,70000,730.85,4,1,180,2,1.51,46.0,2001,0,1,0,0,0,0,0
96,58000,466.59,4,0,60,2,0.0,37.08,2002,0,0,1,0,0,0,0
97,90000,891.08,4,0,81,4,0.68,34.0,2001,0,1,0,0,0,0,0
98,125000,434.74,4,1,285,4,0.03,46.0,2001,0,1,0,0,0,0,0
99,64500,489.8,4,1,140,2,0.48,46.0,2001,0,1,0,0,0,0,0
100,98000,831.69,4,1,350,4,0.58,46.0,2001,0,1,0,0,0,0,0
101,89000,379.14,4,1,200,3,0.53,46.0,2001,0,1,0,0,0,0,0
102,250000,401.84,3,1,437,4,0.24,46.0,2001,0,1,0,0,0,0,0
103,180000,697.49,4,1,330,2,0.0,43.68,2001,0,1,0,0,0,0,0
104,110000,278.54,3,0,112,4,0.02,46.0,2001,0,1,0,0,0,0,0
105,55000,631.28,4,0,65,2,0.0,43.2,2001,0,1,0,0,0,0,0
106,85000,331.11,4,0,150,3,0.07,46.0,2001,0,1,0,0,0,0,0
107,40000,877.73,4,0,39,3,0.0,38.88,2001,0,1,0,0,0,0,0
108,48000,880.61,4,0,52,2,0.0,38.66,2002,0,0,1,0,0,0,0
109,150000,406.13,3,1,209,2,0.19,46.0,2003,0,0,0,1,0,0,0
110,160000,683.65,4,1,200,4,0.0,37.34,2001,0,1,0,0,0,0,0
111,48000,90.85,3,0,84,3,0.79,46.0,2001,0,1,0,0,0,0,0
112,130000,937.41,3,1,332,4,1.46,46.0,2001,0,1,0,0,0,0,0
113,100000,743.99,3,1,300,4,1.17,46.0,2001,0,1,0,0,0,0,0
114,150000,392.99,4,1,130,2,0.28,46.0,2003,0,0,0,1,0,0,0
115,65000,735.64,4,0,62,1,1.38,34.0,2001,0,1,0,0,0,0,0
116,150000,505.5,4,1,370,3,2.18,34.0,2001,0,1,0,0,0,0,0
117,70000,671.68,3,1,160,2,0.0,37.35,2001,0,1,0,0,0,0,0
118,70000,306.35,4,1,88,3,0.13,46.0,2003,0,0,0,1,0,0,0
119,50000,809.49,4,0,53,4,1.58,46.0,2002,0,0,1,0,0,0,0
120,48000,759.42,4,0,42,4,0.45,46.0,2002,0,0,1,0,0,0,0
121,75000,907.55,4,0,110,3,0.28,34.73,2001,0,1,0,0,0,0,0
122,60000,715.71,4,0,59,2,1.5,34.0,2002,0,0,1,0,0,0,0
123,80000,819.13,4,1,150,4,0.0,43.44,2001,0,1,0,0,0,0,0
124,200000,831.89,4,1,407,2,1.49,34.0,2003,0,0,0,1,0,0,0
125,140000,643.38,4,1,280,4,0.07,35.98,2001,0,1,0,0,0,0,0
126,100000,841.4,4,1,118,4,1.23,38.75,2001,0,1,0,0,0,0,0
127,70000,912.81,4,0,70,1,0.05,35.88,2002,0,0,1,0,0,0,0
128,32000,835.12,4,0,36,4,0.9,39.86,2003,0,0,0,1,0,0,0
129,93500,884.17,4,0,119,2,1.14,46.0,2003,0,0,0,1,0,0,0
130,115000,888.15,3,1,174,4,1.76,46.0,2002,0,0,1,0,0,0,0
131,200000,763.8,3,1,184,4,1.47,46.0,2004,0,0,0,0,1,0,0
132,170000,816.97,4,1,378,4,0.57,46.0,2003,0,0,0,1,0,0,0
133,115000,800.76,4,1,235,2,0.56,46.0,2003,0,0,0,1,0,0,0
134,135000,863.33,4,1,267,2,0.96,43.69,2002,0,0,1,0,0,0,0
135,170000,811.22,3,1,220,2,0.0,43.64,2003,0,0,0,1,0,0,0
136,67500,494.56,4,0,55,2,0.72,34.69,2002,0,0,1,0,0,0,0
137,51000,610.7,3,0,100,3,0.19,46.0,2002,0,0,1,0,0,0,0
138,43000,624.13,3,0,80,4,0.14,46.0,2002,0,0,1,0,0,0,0
139,65000,612.42,2,1,420,4,0.0,38.64,2002,0,0,1,0,0,0,0
140,120000,140.78,3,1,160,4,0.52,46.0,2002,0,0,1,0,0,0,0
141,95000,692.77,4,1,135,4,0.16,46.0,2002,0,0,1,0,0,0,0
142,85000,776.11,4,1,138,1,0.88,34.59,2002,0,0,1,0,0,0,0
143,55000,104.92,3,1,100,2,0.8,46.0,2002,0,0,1,0,0,0,0
144,55000,379.53,3,0,95,4,0.18,46.0,2002,0,0,1,0,0,0,0
145,50000,580.21,3,0,64,3,0.29,46.0,2002,0,0,1,0,0,0,0
146,135000,592.78,6,1,200,4,1.09,34.38,2002,1,0,1,0,0,0,0
147,140000,896.12,4,1,248,2,0.4,34.47,2002,0,0,1,0,0,0,0
148,300000,414.31,3,1,200,4,0.7,46.0,2002,0,0,1,0,0,0,0
149,110000,928.54,3,1,270,4,1.63,46.0,2002,0,0,1,0,0,0,0
150,120000,442.08,5,0,114,3,0.77,46.0,2002,1,0,1,0,0,0,0
151,125000,364.92,4,1,189,2,2.12,34.0,2002,0,0,1,0,0,0,0
152,55000,616.08,3,0,102,2,0.19,46.0,2003,0,0,0,1,0,0,0
153,120000,660.34,3,1,150,4,0.38,46.0,2002,0,0,1,0,0,0,0
154,240000,806.29,3,1,260,2,1.84,34.0,2002,0,0,1,0,0,0,0
155,150000,845.99,3,1,214,3,0.0,41.18,2002,0,0,1,0,0,0,0
156,120000,405.38,4,1,170,4,3.05,34.0,2002,0,0,1,0,0,0,0
157,27000,893.34,3,0,44,1,1.09,46.0,2002,0,0,1,0,0,0,0
158,98500,922.73,3,1,170,4,1.28,46.0,2002,0,0,1,0,0,0,0
159,120000,862.06,4,1,150,4,1.2,46.0,2002,0,0,1,0,0,0,0
160,130000,774.85,4,0,160,4,0.46,35.28,2003,0,0,0,1,0,0,0
161,180000,823.08,4,1,240,4,0.51,46.0,2002,0,0,1,0,0,0,0
162,39000,932.12,4,1,150,4,1.42,46.0,2002,0,0,1,0,0,0,0
163,30000,926.57,3,0,48,2,1.43,46.0,2002,0,0,1,0,0,0,0
164,50000,897.4,4,0,36,2,0.0,37.35,2002,0,0,1,0,0,0,0
165,150000,294.08,3,1,94,4,0.07,46.0,2002,0,0,1,0,0,0,0
166,130000,294.84,4,1,330,4,0.04,46.0,2002,0,0,1,0,0,0,0
167,125000,838.3,4,1,117,1,0.0,40.84,2002,0,0,1,0,0,0,0
168,58000,473.97,5,0,83,3,0.89,46.0,2002,1,0,1,0,0,0,0
169,120000,717.74,3,1,200,2,1.12,46.0,2002,0,0,1,0,0,0,0
170,93500,887.96,5,0,119,4,1.18,46.0,2002,1,0,1,0,0,0,0
171,32000,838.94,4,0,36,2,0.87,39.43,2002,0,0,1,0,0,0,0
172,35000,700.49,3,0,64,4,0.03,46.0,2002,0,0,1,0,0,0,0
173,70000,594.33,4,1,112,2,0.0,38.89,2002,0,0,1,0,0,0,0
174,520000,160.28,3,1,400,2,0.73,46.0,2002,0,0,1,0,0,0,0
175,45000,775.2,4,0,42,3,0.47,46.0,2002,0,0,1,0,0,0,0
176,130000,874.43,3,1,170,4,0.12,39.27,2003,0,0,0,1,0,0,0
177,120000,853.09,5,1,310,4,0.0,40.8,2002,1,0,1,0,0,0,0
178,57000,566.92,4,0,77,4,0.05,46.0,2002,0,0,1,0,0,0,0
179,95000,584.37,4,1,225,4,1.05,46.0,2004,0,0,0,0,1,0,0
180,52000,906.51,4,0,52,4,0.31,34.64,2002,0,0,1,0,0,0,0
181,110000,865.16,4,1,270,5,0.86,36.42,2002,0,0,1,0,0,0,0
182,135000,912.9,4,1,250,3,0.06,35.81,2003,0,0,0,1,0,0,0
183,135000,438.09,4,1,228,2,1.98,34.0,2002,0,0,1,0,0,0,0
184,72000,348.14,3,0,113,2,0.26,46.0,2002,0,0,1,0,0,0,0
185,740000,943.15,4,1,280,4,1.61,46.0,2002,0,0,1,0,0,0,0
186,70000,523.22,4,0,138,4,0.27,46.0,2002,0,0,1,0,0,0,0
187,250000,675.2,4,1,228,4,1.48,46.0,2002,0,0,1,0,0,0,0
188,120000,387.18,4,1,210,4,0.6,46.0,2002,0,0,1,0,0,0,0
189,35000,867.26,4,0,37,1,0.0,39.7,2002,0,0,1,0,0,0,0
190,46000,831.68,4,0,53,4,1.61,36.49,2002,0,0,1,0,0,0,0
191,230000,516.33,5,1,300,4,0.09,45.73,2002,1,0,1,0,0,0,0
192,125000,518.45,4,1,245,4,0.84,46.0,2002,0,0,1,0,0,0,0
193,50000,616.67,3,0,100,3,0.18,46.0,2002,0,0,1,0,0,0,0
194,135000,433.55,4,1,204,2,0.47,46.0,2002,0,0,1,0,0,0,0
195,55000,733.84,3,0,112,3,1.62,45.99,2002,0,0,1,0,0,0,0
196,50000,938.65,3,0,87,1,1.43,46.0,2002,0,0,1,0,0,0,0
197,52000,231.06,3,0,54,4,0.3,46.0,2002,0,0,1,0,0,0,0
198,65000,829.04,4,1,140,2,0.0,42.67,2002,0,0,1,0,0,0,0
199,90000,891.79,4,0,81,3,0.67,34.0,2002,0,0,1,0,0,0,0
200,51000,569.83,3,0,100,3,0.32,46.0,2002,0,0,1,0,0,0,0
201,190000,215.54,3,1,200,4,0.07,46.0,2002,0,0,1,0,0,0,0
202,180000,823.08,5,1,260,5,0.51,46.0,2002,1,0,1,0,0,0,0
203,180000,397.94,3,1,200,4,0.35,46.0,2002,0,0,1,0,0,0,0
204,53338,841.91,4,0,240,1,0.83,39.15,2002,0,0,1,0,0,0,0
205,47000,577.59,3,0,64,3,0.29,46.0,2002,0,0,1,0,0,0,0
206,63000,604.14,4,0,85,4,0.05,46.0,2002,0,0,1,0,0,0,0
207,70000,536.43,4,0,67,2,2.62,34.0,2002,0,0,1,0,0,0,0
208,70000,351.89,4,1,150,3,0.17,46.0,2002,0,0,1,0,0,0,0
209,60000,655.29,3,1,250,4,1.42,46.0,2002,0,0,1,0,0,0,0
210,55000,409.17,2,1,132,2,2.91,34.0,2002,0,0,1,0,0,0,0
211,70000,732.26,6,1,84,3,1.51,46.0,2002,1,0,1,0,0,0,0
212,85000,526.16,3,1,181,4,0.76,46.0,2002,0,0,1,0,0,0,0
213,80000,630.16,3,1,190,3,0.67,46.0,2002,0,0,1,0,0,0,0
214,130000,907.2,5,1,207,4,0.02,36.48,2003,1,0,0,1,0,0,0
215,180000,395.44,4,1,230,2,2.82,34.0,2004,0,0,0,0,1,0,0
216,300000,626.37,4,1,186,5,1.4,34.16,2003,0,0,0,1,0,0,0
217,300000,887.17,4,1,360,2,1.22,46.0,2003,0,0,0,1,0,0,0
218,95000,830.92,4,1,280,4,1.73,40.19,2002,0,0,1,0,0,0,0
219,20000,902.37,4,0,60,4,0.51,34.07,2002,0,0,1,0,0,0,0
220,80000,679.82,4,0,82,3,0.0,42.37,2002,0,0,1,0,0,0,0
221,150000,502.06,3,1,373,3,2.21,34.0,2002,0,0,1,0,0,0,0
222,110000,400.88,4,1,161,3,0.41,46.0,2003,0,0,0,1,0,0,0
223,100000,928.59,4,1,165,5,1.63,46.0,2002,0,0,1,0,0,0,0
224,125000,830.75,4,1,172,4,1.89,41.76,2002,0,0,1,0,0,0,0
225,48000,479.2,4,0,42,2,0.0,38.76,2002,0,0,1,0,0,0,0
226,140000,814.78,4,1,340,4,0.0,43.78,2002,0,0,1,0,0,0,0
227,120000,870.72,3,1,300,4,1.25,46.0,2002,0,0,1,0,0,0,0
228,42000,779.61,6,0,56,4,0.47,46.0,2002,1,0,1,0,0,0,0
229,38000,435.8,2,1,46,2,3.05,34.0,2002,0,0,1,0,0,0,0
230,100000,398.02,3,1,140,4,0.2,46.0,2002,0,0,1,0,0,0,0
231,160000,748.5,4,1,430,2,0.0,38.23,2002,0,0,1,0,0,0,0
232,48000,889.64,3,0,81,2,0.97,46.0,2002,0,0,1,0,0,0,0
233,140000,898.74,4,1,240,3,0.37,34.55,2002,0,0,1,0,0,0,0
234,150000,547.77,3,1,212,3,0.82,34.61,2004,0,0,0,0,1,0,0
235,57000,609.14,4,0,58,2,0.05,44.73,2002,0,0,1,0,0,0,0
236,70000,897.22,3,1,84,2,1.76,46.0,2002,0,0,1,0,0,0,0
237,65000,600.29,4,0,110,3,0.98,46.0,2002,0,0,1,0,0,0,0
238,150000,446.65,4,1,143,4,2.59,34.0,2002,0,0,1,0,0,0,0
239,55000,867.12,4,0,90,2,0.0,39.71,2002,0,0,1,0,0,0,0
240,80000,466.05,3,0,145,2,0.02,44.75,2002,0,0,1,0,0,0,0
241,80000,779.83,3,1,320,2,0.0,43.39,2002,0,0,1,0,0,0,0
242,62000,813.43,4,0,55,3,1.78,34.39,2002,0,0,1,0,0,0,0
243,45000,891.1,4,0,52,4,0.0,37.84,2002,0,0,1,0,0,0,0
244,225000,909.51,1,1,400,4,0.18,35.43,2003,0,0,0,1,0,0,0
245,58000,697.96,4,0,57,3,1.71,34.0,2002,0,0,1,0,0,0,0
246,130000,655.69,4,1,220,3,2.33,34.0,2002,0,0,1,0,0,0,0
247,180000,915.7,3,1,217,2,1.55,45.88,2003,0,0,0,1,0,0,0
248,85000,458.35,4,1,320,2,0.0,46.0,2002,0,0,1,0,0,0,0
249,220000,660.59,5,1,405,4,0.65,46.0,2002,1,0,1,0,0,0,0
250,91500,245.39,3,1,200,1,0.1,46.0,2002,0,0,1,0,0,0,0
251,95000,823.08,4,1,225,2,0.51,46.0,2004,0,0,0,0,1,0,0
252,24000,658.19,3,0,35,2,0.19,46.0,2002,0,0,1,0,0,0,0
253,69000,838.77,4,1,118,2,1.36,38.93,2002,0,0,1,0,0,0,0
254,160000,823.08,4,1,300,3,0.51,46.0,2003,0,0,0,1,0,0,0
255,95000,828.88,4,1,276,4,1.8,39.28,2002,0,0,1,0,0,0,0
256,180000,698.96,4,1,167,3,1.28,46.0,2004,0,0,0,0,1,0,0
257,80000,887.82,4,1,200,3,0.0,38.1,2003,0,0,0,1,0,0,0
258,80000,566.9,4,1,160,4,0.36,46.0,2002,0,0,1,0,0,0,0
259,60000,892.37,3,0,89,3,0.99,46.0,2002,0,0,1,0,0,0,0
260,71000,820.42,4,0,72,3,1.14,34.0,2002,0,0,1,0,0,0,0
261,106000,830.23,5,1,269,2,1.85,42.38,2003,1,0,0,1,0,0,0
262,130000,947.72,4,1,220,4,1.71,46.0,2002,0,0,1,0,0,0,0
263,65000,740.19,3,0,102,5,0.05,45.83,2002,0,0,1,0,0,0,0
264,35000,741.03,4,0,60,2,0.11,46.0,2002,0,0,1,0,0,0,0
265,200000,803.81,3,1,220,4,0.0,43.41,2002,0,0,1,0,0,0,0
266,50000,864.16,3,0,48,2,0.0,39.94,2002,0,0,1,0,0,0,0
267,80000,715.14,4,0,102,5,0.07,46.0,2002,0,0,1,0,0,0,0
268,58000,839.98,4,0,64,2,0.0,39.96,2004,0,0,0,0,1,0,0
269,110000,150.69,4,1,149,4,0.6,46.0,2003,0,0,0,1,0,0,0
270,150000,507.52,5,1,224,4,0.74,46.0,2003,1,0,0,1,0,0,0
271,65000,793.67,4,0,124,2,1.44,44.86,2002,0,0,1,0,0,0,0
272,150000,730.32,4,1,272,4,0.05,44.81,2003,0,0,0,1,0,0,0
273,165000,755.59,3,1,350,4,0.06,45.03,2002,0,0,1,0,0,0,0
274,130000,147.4,4,1,250,3,0.51,46.0,2002,0,0,1,0,0,0,0
275,40000,439.31,4,0,69,2,0.0,39.06,2002,0,0,1,0,0,0,0
276,45000,397.65,4,0,64,2,0.61,46.0,2002,0,0,1,0,0,0,0
277,180000,456.03,4,1,250,2,0.17,46.0,2003,0,0,0,1,0,0,0
278,70000,551.89,4,0,121,2,0.03,44.5,2002,0,0,1,0,0,0,0
279,180000,854.93,4,1,280,2,0.59,40.22,2002,0,0,1,0,0,0,0
280,50000,540.68,5,0,230,2,0.29,46.0,2003,1,0,0,1,0,0,0
281,58000,700.83,3,0,73,1,1.55,46.0,2003,0,0,0,1,0,0,0
282,120000,428.77,4,1,418,3,0.03,46.0,2003,0,0,0,1,0,0,0
283,160000,854.93,4,1,257,3,1.17,34.18,2002,0,0,1,0,0,0,0
284,190000,907.56,4,1,450,4,0.32,34.81,2002,0,0,1,0,0,0,0
285,160000,560.55,4,1,200,1,0.27,46.0,2004,0,0,0,0,1,0,0
286,40000,676.91,4,0,53,1,0.16,45.83,2003,0,0,0,1,0,0,0
287,75000,609.77,4,0,86,2,0.0,43.15,2003,0,0,0,1,0,0,0
288,80000,450.68,4,0,120,1,0.17,46.0,2003,0,0,0,1,0,0,0
289,70800,224.91,4,1,202,2,0.47,46.0,2003,0,0,0,1,0,0,0
290,68250,845.52,3,1,360,4,0.0,39.25,2003,0,0,0,1,0,0,0
291,115000,507.79,4,1,245,1,0.81,46.0,2003,0,0,0,1,0,0,0
292,46000,739.1,4,0,61,1,0.6,35.05,2002,0,0,1,0,0,0,0
293,106416,589.21,4,1,239,2,0.98,46.0,2003,0,0,0,1,0,0,0
294,200000,846.27,4,1,179,2,0.0,41.33,2003,0,0,0,1,0,0,0
295,75000,835.76,4,0,92,2,0.62,46.0,2002,0,0,1,0,0,0,0
296,75000,825.72,4,1,149,1,1.07,40.61,2002,0,0,1,0,0,0,0
297,150000,485.09,3,1,420,4,0.25,46.0,2002,0,0,1,0,0,0,0
298,80000,894.17,3,1,150,4,1.82,46.0,2002,0,0,1,0,0,0,0
299,85000,832.5,4,1,140,1,0.0,42.4,2003,0,0,0,1,0,0,0
300,150000,855.71,4,1,225,2,1.16,34.0,2003,0,0,0,1,0,0,0
301,45000,815.57,3,0,58,1,0.1,44.52,2002,0,0,1,0,0,0,0
302,65000,598.68,4,0,117,1,0.05,44.73,2002,0,0,1,0,0,0,0
303,120000,926.98,3,1,220,2,1.38,46.0,2003,0,0,0,1,0,0,0
304,47000,854.88,4,0,45,2,0.0,36.96,2002,0,0,1,0,0,0,0
305,58000,696.67,4,0,68,2,0.0,42.87,2003,0,0,0,1,0,0,0
306,250000,407.4,4,1,440,4,0.94,34.16,2003,0,0,0,1,0,0,0
307,130000,867.02,4,1,280,2,0.42,39.22,2003,0,0,0,1,0,0,0
308,70000,810.09,3,0,200,2,0.0,44.15,2003,0,0,0,1,0,0,0
309,110000,722.28,4,1,180,4,1.37,46.0,2003,0,0,0,1,0,0,0
310,60000,533.68,4,0,46,2,0.25,46.0,2003,0,0,0,1,0,0,0
311,58000,618.76,4,0,62,1,2.17,34.0,2003,0,0,0,1,0,0,0
312,78000,913.86,4,0,92,2,0.12,35.39,2003,0,0,0,1,0,0,0
313,150000,722.46,3,1,197,4,0.02,46.0,2003,0,0,0,1,0,0,0
314,125000,763.41,4,1,340,4,0.6,35.06,2003,0,0,0,1,0,0,0
315,49000,587.1,4,0,47,2,0.0,36.69,2003,0,0,0,1,0,0,0
316,80000,330.85,4,1,320,2,0.0,46.0,2003,0,0,0,1,0,0,0
317,90000,729.21,4,1,225,1,0.9,46.0,2003,0,0,0,1,0,0,0
318,60000,534.43,3,0,101,3,0.29,46.0,2003,0,0,0,1,0,0,0
319,130000,774.95,3,1,187,4,1.5,46.0,2003,0,0,0,1,0,0,0
320,191100,716.6,6,0,102,4,0.43,46.0,2003,1,0,0,1,0,0,0
321,95000,881.73,1,0,140,2,0.0,38.57,2003,0,0,0,1,0,0,0
322,45000,806.59,4,0,59,1,1.25,46.0,2003,0,0,0,1,0,0,0
323,65000,393.93,3,1,140,3,0.03,46.0,2003,0,0,0,1,0,0,0
324,155000,609.45,4,1,444,5,0.8,34.66,2003,0,0,0,1,0,0,0
325,135000,340.38,3,1,231,4,0.21,46.0,2004,0,0,0,0,1,0,0
326,60000,497.55,4,0,55,1,0.61,34.83,2003,0,0,0,1,0,0,0
327,115000,469.02,4,0,161,1,3.0,34.0,2003,0,0,0,1,0,0,0
328,110000,835.86,4,1,130,1,1.19,43.84,2003,0,0,0,1,0,0,0
329,39000,819.72,4,0,34,1,0.13,35.95,2003,0,0,0,1,0,0,0
330,130000,526.26,4,1,292,2,0.0,46.0,2003,0,0,0,1,0,0,0
